date,content,replyCount,retweetCount,likeCount,quoteCount,lang,sourceLabel,hashtags,user.verified,user.created,user.location
19/08/2021,ChairmanGLC Boleh jadi dia tiada pilihan lain atau dh mmg dia blh agak umno akan take over balik so dia tiada masalah utk sokong dsai sbb dia tau dia sokong pun still x cukup,0,0,0,0,in,Twitter for iPhone,,FALSE,09/08/2014,
19/08/2021,ahmadmaslan Xrasa bersalah ke kt rakyat umno buat huru hara seminggu nie,0,0,1,0,in,Twitter for Android,,FALSE,03/02/2014,
19/08/2021,Awani Dapat kat UMNO balik confirm lagi teruk Malaysia ni,0,2,7,0,in,Twitter for iPhone,,FALSE,08/04/2011,
19/08/2021,UMNO tarik sokongan terhadap PN Untuk jatuhkan kerajaan sedia ada kerana Gagal walaupun UMNO ada dalam kerajaan Kemudian naikkan org UMNO sendiri jadi PM Jatuhkan kerajaan kerana kerajaan Gagal atau Gila Kuasa Malaysia diketuai oleh golongan yang gila kuasa dan pangkat,0,1,3,0,in,Twitter for Android,,FALSE,06/05/2020,
19/08/2021,Kstwt anwaribrahim Kenapa nak dapat sokongan dari puak keloptokrat tu Dan lagi satu ni menunjukan bahawa anwar sememangnya x gila kuasa Yang hubungi mereka umno dulu sebab mereka la yang gila kuasa Hari GE nanti kita dapat naikan anwar,0,1,1,0,in,Twitter for Android,,FALSE,25/11/2018,
19/08/2021,mrgroggy Ayahanda MD anwaribrahim umnoonline Alamurni bossku team rmf zlk irwanserigar Anwar tk knl atok tak per tapi umno tk knal penderhaka jdkn melayu hina sehinanya Geng A kat gemg B penderhaka tp A lantik geng B ketua pemimpin Keluar,1,0,0,0,in,Twitter for Android,,FALSE,20/06/2021,
19/08/2021,sherieljimmy Bg ja lah Anwar sekali x perform Kita majikan ja sekali Bosan dohhh asyik UMNO ja,0,0,0,0,in,Twitter for iPhone,,FALSE,06/05/2011,
19/08/2021,So terbukti tawaran CSA Mahiaddin kepada pembangkang beberapa hari yg lepas tak ikhlas Janji nak institute reform sebab nyawa jawatan di hujung tanduk Konon tolak kleptocrats lepastu kau sokong Mail Sabri calon Umno yg didukung kleptocrats Hipokrit Dah khianat menipu pula,1,0,1,0,in,Twitter for Android,,FALSE,15/07/2012,
19/08/2021,Mulakan pagi anda dengan melawan Umno seperti mana sebelum Pru yang lepas Tumbangkan kembali Umno,0,3,1,0,in,Twitter for iPhone,,FALSE,26/07/2016,
19/08/2021,sekarang dah faham kan UMNO tarik sokongan cuma sebab nak replace PM supaya dari parti depa,0,0,0,0,in,Twitter Web App,,FALSE,07/03/2012,
19/08/2021,AlawiyahYussof I just hope come GE spr sprm amp pdrm won t be so corrupted umno and bersatu will have big win Even God or Allah won t be able to help Malaysia,0,0,1,0,in,Twitter Web App,,FALSE,04/12/2017,
19/08/2021,zlk AllahhuAkbar Daulat Tuanku Aamiin yaa Allah Insya Allah SubhanAllah Syukur Alhamdulillah TabaarokAllah Tahniah Terbaik lah UMNO PAS amp MN,0,0,2,0,en,Twitter for Android,,FALSE,09/02/2012,
19/08/2021,even if he couldnt is it his fault kalau nak kerjasama dgn umno nanti geng korang jugak menyalak tak nak kleptokrat,0,0,1,0,in,Twitter for Android,,FALSE,21/10/2018,
19/08/2021,To be fair the whole majority thing is just an UMNO internal coup to oust muhyiddingagal And Bersatu has no harga diri or maruah to say no to people that had humiliated them You ll still support us after we slapped and pushed you right,0,0,0,0,in,Twitter for iPhone,,FALSE,08/12/2015,
19/08/2021,Everyone think they can do a better job Umno gang thinks they can chedet thinks he can lead mageran PH thinks they can lead better Next election is in year,1,0,1,0,en,Twitter for Android,,FALSE,12/09/2013,
19/08/2021,kalau Umno naik balik nampak dah paling bodoh kat sini azmin bersatu dan pas mengangkat parti kleptokrat,0,0,0,0,en,Twitter for iPhone,,FALSE,27/10/2008,
19/08/2021,MalaysiaGazette Orang UMNO semua cakap mcm tu hakikatnya menteri UMNO BN gila kuasa dan jawatan,1,0,1,0,in,TweetDeck,,FALSE,31/03/2011,
19/08/2021,HafeeszAmran lagi teruk bersatu umno tarik sokongan utk dia dia pulak sokong umno lepas jatuh,0,0,1,0,in,Twitter for Android,,FALSE,08/03/2020,
19/08/2021,Memang terbeli lah dengan naratif murah kau tengok top kaya Malaysia mana ada melayu kalau aku tanya terus pandang macam pembangkang terpaling kena brainwash Soalan saya mudah je Dalam top tu cuba senaraikan yang takde projek dengan umno Tu je saya minta,1,6,32,0,in,Twitter for iPhone,,FALSE,25/01/2019,
19/08/2021,According to Umno sec gen Ahmad Maslan the lawmakers will arrive at the palace throughout the day in five batches beginning am He also claims this is a sign that Ismail Sabri has sufficient support,1,0,1,0,in,Twitter for iPhone,,FALSE,24/11/2016,
19/08/2021,Wanna give it to Pak Long Might as well give it to this talented MP She has better ideas and can deal with issues better than UMNO s puppet Just saying,1,6,13,4,en,Twitter Web App,,FALSE,11/05/2011,
19/08/2021,Sometimes idk what the swak gov is doing Sometimes doing the right things for the state but still supporting umno Someone explain to me pls,0,1,1,0,en,Twitter for iPhone,,FALSE,27/07/2020,
19/08/2021,Awani Kenapa cuma Umno dan BN je Pas Bersatu x pergi ke,0,0,1,0,en,Twitter for Android,,FALSE,03/08/2011,
19/08/2021,IsmailSabri ni jemaah Menteri Menteri Kanan TPM yg gagal dari kerajaan gagal Apakah negara nakkan seorang PM yg gagal dari kerajaan gagal mentadbir Malaysia UMNO tolak Mahiaddin tolak PN tp sekarang bersama kembali meneruskan kegagalan Mcmman,0,0,2,0,in,Twitter for Android,,FALSE,11/08/2014,
19/08/2021,PRU nanti macam mana kita gulingkan BN masa PRU mcm itu kena buat Susah sebab umno dah dpt sokongan dari bersatu dan pas Kawasan yg dia menang pun luar bandar Tapi tak mustahil,0,0,0,0,in,Twitter for Android,,FALSE,20/11/2019,
19/08/2021,He is doomed to fail anyway with current setting GE is around the corner UMNO will get a huge warchest but at the cost of being spat upon for mishandling of covid The only thing we can do is to make sure we elect proper principled MPs into parliament overwhelmingly,0,0,0,0,in,Twitter for iPhone,,FALSE,05/10/2013,
19/08/2021,Selamat pagi kecuali UMNO PAS Bersatu amp lain yang angkat semula pemimpin gagal jadi calon Perdana Menteri,1,0,2,0,en,Twitter for Android,,FALSE,18/11/2016,
19/08/2021,presidenumnoazh Apa la yang UMNO perjuangkan selain khianat mandat rakyat,0,1,1,0,in,Twitter for iPhone,,FALSE,18/11/2013,
19/08/2021,agendadaily Yang sebenarnya bukan masalah ketua pembangkang Ini masalah ketakutan kepada pembaharuan yg bakal dibawa Anwar sama juga kuLi dalam umno Memang tak kan ada tempat dalam politik Malaysia Malang lah kita hiduo dalam sistem penuh kerosak,0,0,10,0,in,Twitter for Android,,FALSE,25/07/2012,
19/08/2021,Awani UMNo Tidak ade pilihan lain,1,0,9,0,in,Twitter for Android,,FALSE,12/05/2018,
19/08/2021,Malaysia PM hunt focuses on UMNO s Ismail and opposition s Anwar,0,0,0,0,in,Twitter for Android,,FALSE,28/07/2020,
19/08/2021,ZulAmir Bossbm HamdanRukun bossku team NaratifRakyat Yg menzalimi dsai ialah tua kutuk pkr d tubuh kan untuk menentang si tua kutuk last last comolot ngan si tua kutuk tu juga akhirnya suami isteri kena tipu sekali lagi dengan tua kutuk,0,0,0,0,en,WordPress.com,,FALSE,02/05/2020,
19/08/2021,jtan skumar anwaribrahim MuhyiddinYassin Looks like UMNO had the best political strategy Lashing out so that you get a Lose Lose situation is not PM level thinking Imho Malaysians are so easily misled,0,0,0,0,in,Twitter for Android,,FALSE,01/10/2020,
19/08/2021,THIS Mahathir was never going to honour his word None of the progressive activists including his hypocritical offspring held him to this It was ok when he negotiated with UMNO to keep his power amp stop Anwar but when Anwar spoke to UMNO they were dismayed They may go free,0,0,0,0,en,Twitter for Android,,FALSE,28/07/2009,
19/08/2021,Umum je la sape PM penatla nak main teka teki cmni UMNO yg gile kuase pembangkang dapat nama Bingai,0,0,0,0,en,Twitter for iPhone,,FALSE,10/05/2013,
19/08/2021,Awani UMNO tak akan Berubah yang Berubah pemimpin nya saja,0,0,0,0,in,Twitter for Android,,FALSE,09/02/2012,
19/08/2021,How did DSIS have if PN UMNO zahid should be right,1,0,1,0,in,Twitter for Android,,FALSE,28/07/2020,
19/08/2021,muhdzuhdi kah kah kah ulang kabinet sama ja nanti cuma leader umno ja jadi pm yg penting melayu isley pegey,0,0,0,0,en,Twitter for iPhone,,FALSE,26/03/2020,
19/08/2021,Asyik borak ringgit ringgit tu bukan bantuan la bangsat jdjd Sbb tu org UMNO PAS kuat sbb supporters diorang bodo mcm penyapu lidi,2,0,0,0,in,Twitter for iPhone,,FALSE,14/05/2016,
19/08/2021,imokman Wondering any PH supporter feel disappointed for not accepting Maihaidin s offer At least something might work out but now the power has back to Umno again,0,1,0,0,in,Twitter for iPhone,,FALSE,10/02/2012,
19/08/2021,mirulmintek Haha tak tahu Let the new PM decide his cabinet Aku teka from Umno kot,0,0,2,0,en,Twitter for Android,,FALSE,28/11/2013,
19/08/2021,ICYMI DIKEMASKINI Parti parti lain yang dipanggil ke Istana Negara bermula jam pagi pada Khamis terdiri daripada GPS Bersatu UMNO dan BN serta terakhir adalah Pas Ahmad Maslan sinarpremium,1,0,0,0,in,Twitter for Android,,FALSE,02/06/2017,
19/08/2021,AerilJalalludin ahmadmaslan sebelom ni menteri rata dari UMNO Cuma tak boleh control je menteri tu sebab final saying dari bersatu,28,26,118,9,in,Twitter Web App,,FALSE,08/07/2011,
19/08/2021,IamAnasF And his focus will not be on Covid mgmt or economy recovery he will focus on cosolidating power to oust Kluster Mahkamah in the next PAU reformed UMNO for GE,0,0,0,0,in,Twitter for iPhone,,FALSE,07/07/2017,
19/08/2021,So if Ismail Sabri becomes PM Anwar MUST resign as opposition leader Not only did you fail to produce your convincing numbers you united UMNO Step down and take fahmi fadzil with you,0,0,0,0,en,Twitter for Android,,FALSE,12/08/2011,
19/08/2021,PM baharu Pemimpin Umno dan PAS langkau pengumuman Agong,0,8,7,0,en,Twitter Web App,,FALSE,14/12/2016,
19/08/2021,Awani PAS UMNO x,0,0,0,1,in,IFTTT,,FALSE,24/07/2019,
19/08/2021,fkrlsd Yang aku tak tahan Bersatu ni termasuk lah pengkhianat PH dulu masih boleh menjilat kaki umno Politik sial apa yg dimainkan pun tak tahu la Harap ydpa masih ingat penderhakaan kerajaan lama ni,0,0,0,0,es,Twitter for Android,,FALSE,07/11/2018,
19/08/2021,Selalu baca cdgn DS Najib kt fb letop letap lah Tp Yidin x follow since yidin PBBM So bila Ismail Sabri naik ni mmg dari UMNO i hope follow la cdgn Najib yg bonggah tu Najib suruh bg ni bg tu buat ni buat tu semoga lah ya,0,0,3,0,in,Twitter for Android,,FALSE,12/05/2018,
19/08/2021,fkrlsd Semua Ex PKR dok Bersatu Bebas tu mmg kena pulau la dlm kerajaan PN atau kena tendang masa PRU kenanyakkan supporter dowg dari kaw bandar mcm gombak ampang dll nak masok kaw kampong mmg bergaduh la dgn UMNO PAS endup takda tempa,0,0,2,0,in,Twitter for iPhone,,FALSE,16/12/2011,
19/08/2021,lalgalst sabri ismail akan guna kuasa dia sebagai PM untuk cement kedudukan dia dalam umno and ambil jawatan presiden,1,0,1,0,in,Twitter for Android,,FALSE,29/06/2009,
19/08/2021,born ride rbl cwlee wannerrunner UMNO Malay Islam,0,0,1,0,in,Twitter for iPhone,,FALSE,23/08/2009,
19/08/2021,UMonline Licik betul umno salout la kat korang takda rasa bersalah langsung nk pimpin negara dengan bukan mandat rakyat Ni semua jemin semburit ngn zurai lampir yg bodoh x bertebing,1,5,20,0,in,Twitter for Android,,FALSE,09/03/2020,
19/08/2021,Umno more like UMM NO THANK YOU,1,0,11,0,in,Twitter for Android,,FALSE,29/03/2021,
19/08/2021,Orang UMNO pun tak sokong This will be bad for UMNO tengoklah,1,0,0,0,en,Twitter for iPhone,,FALSE,15/04/2014,
19/08/2021,UMNO strikes back The calculating numbers is strong in town,0,0,0,0,in,Twitter for iPhone,,FALSE,18/03/2015,
19/08/2021,EkaMy fu kok Awani Ini hanya khabar angin saja Angan angan umno haha istana tiada pun keluar kenyataan,0,0,0,0,en,Twitter Web App,,FALSE,26/06/2009,
19/08/2021,mkini bm Wujud sbb nak lwn kleptokrat UMNO last gi sapot calon PM dari UMNO yg presidennya seorang klepkorat bubar je laa Bersatu ni,0,0,1,0,in,Twitter for Android,,FALSE,15/05/2021,
19/08/2021,wongcheemun anwaribrahim Agreed Many are sick of his wolf coming and his secretly worked with kleptocrats and every time he gets nominated Umno Bersatu and everyone else are United against him For years he can t penetrate the Malays ground un,0,0,0,0,in,Twitter for Android,,FALSE,11/01/2011,
19/08/2021,presidenumnoazh Ada yg koyak dgn doa dari presiden ke terbaiklah tuan Presiden UMNO sememangnya untuk rakyat,0,2,3,0,en,Twitter for iPhone,,FALSE,21/09/2018,
19/08/2021,Ramai ingat aku ni penyokong PH Padahal aku konsisten maki semua PRU aku undi UMNO buat kerja macam bangang aku maki UMNO PRU aku undi PH buat kerja macam bangang juga aku maki PH PN aku tak undi lagilah aku akan maki non stop,0,0,0,0,in,Twitter for Android,,FALSE,11/07/2021,
19/08/2021,morasaki chedetofficial MuhyiddinYassin Jgn lupa MuhyiddinYassin salah seorang MP yg menyokong IsmailSabri dr Umno sebagai PM Beliau ada bekas PM yg berjiwa besar demi perpaduan,1,0,1,0,in,Twitter for iPhone,,FALSE,10/10/2013,
19/08/2021,ZulkopliHanif Lepas tarik sokongan drpd mereka yang gagal diorang sokong semula orang gagal Hidup umno,1,0,1,0,in,Twitter for iPhone,,FALSE,11/05/2018,
19/08/2021,Awani Budaya Umno menekan pembangkang tu boleh dikikis ke kalau kembali berkuasa Ismail Sabri tu boleh tarik pelabur masuk dlm negara ke,1,0,1,0,in,Twitter for iPhone,,FALSE,08/02/2016,
19/08/2021,Betapa bodohnya langkah sheraton ni last PM dapat balik kt UMNO Bersatu bodoh ke bersatu dibodohkan,0,0,2,0,in,Twitter for Android,,FALSE,05/03/2017,
19/08/2021,yang takut DSAI jadi PM dalam UMNO adalah geng yang pernah zalimi dia Inilah geng yang berpaut dengan Atok HamdanRukun Bossbm bossku team NaratifRakyat,0,0,0,0,in,Twitter for iPhone,,FALSE,11/04/2017,
19/08/2021,Pelik ah umno geng zahid nie Dulu bukan main kata nak tolak parti bersatu Ini bila buat pemilihan calon dia boleh kata bersatulah parti melayu agar rakyat terbela Ingat power ah sangat nak solo Dulu dalam PN TPM and Barisan Menteri pun ada dari umno Butoh ah,3,1,3,0,in,Twitter for Android,,FALSE,25/05/2021,
19/08/2021,So it s done Bera is the new PM Umno has made a comeback May this be a lesson learnt for the next GE,1,0,0,0,in,Twitter for iPhone,,FALSE,25/12/2011,
19/08/2021,Nampak sgt setengah pemimpin Umno sombong sedangkan PASPusat PPBMofficial dan GPS serta parti yg pernah menyokong kerajaan PN dan kembali menyokong PM IsmailSabri dr Umno demi perpaduan dan kestabilan politik negara Drg berjiwa besar bkn seperti setengah pemimpin Umno,1,0,1,0,en,Twitter for iPhone,,FALSE,14/11/2010,
19/08/2021,So if we accepted the OngPua offered by Mahiaddin he will still be PM and everything is good Really Father Xmas amp all Wonder why Mahiaddin decided to allow the UMNO RTO He could have stopped it by choosing Anwar,6,5,17,1,in,Twitter for iPhone,,FALSE,11/05/2018,
19/08/2021,apanakdikato airiejohan Baca pun tak guna kot Sebab byk mangkuku sign SD utk support dia Termasuk bodoh punya bersatu umno tarik sokongan PNipu tumbang then bersatu pi support umno pulak Tgk bodoh ke tak,3,7,37,1,en,Twitter for Android,,FALSE,27/10/2008,
19/08/2021,Dua block pun i tak sokomg Yg tu ada saka besar umno dlm tu X yah la citer bulan diorg memerintah While the other block x yah acah suci sgt bulan pun sama jgk I still know what did Lupa ke diorg kt nk mansuh ptptn but what happened,1,0,5,0,in,Twitter Web App,,FALSE,15/02/2020,
19/08/2021,DSAI ni manjang kena tipu jela sb terlampau baik sgt Dulu dgn PR kena tipu dgn pas Pastu dgn atok pun kena tipu lg Ni dengan umno plak kena tipu lg Tak paham la aku,0,0,0,0,in,Twitter for Android,,FALSE,09/06/2009,
